# NB: this file has been truncated for the purposes of CI tests!
# Real file is 100MB
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	Gene3D	G3DSA:3.30.420.40	-	196	397	7.2E-73	T	10-04-2023	-	-
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	PANTHER	PTHR21060	ACETATE KINASE	1	396	2.6E-143	T	10-04-2023	IPR000890	Aliphatic acid kinase, short-chain	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	PRINTS	PR00471	Acetate kinase family signature	321	337	1.5E-45	T	10-04-2023	IPR000890	Aliphatic acid kinase, short-chain	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	PRINTS	PR00471	Acetate kinase family signature	203	224	1.5E-45	T	10-04-2023	IPR000890	Aliphatic acid kinase, short-chain	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	PRINTS	PR00471	Acetate kinase family signature	173	186	1.5E-45	T	10-04-2023	IPR000890	Aliphatic acid kinase, short-chain	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	PRINTS	PR00471	Acetate kinase family signature	378	390	1.5E-45	T	10-04-2023	IPR000890	Aliphatic acid kinase, short-chain	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	PRINTS	PR00471	Acetate kinase family signature	6	17	1.5E-45	T	10-04-2023	IPR000890	Aliphatic acid kinase, short-chain	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	PRINTS	PR00471	Acetate kinase family signature	299	312	1.5E-45	T	10-04-2023	IPR000890	Aliphatic acid kinase, short-chain	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	Pfam	PF00871	Acetokinase family	6	391	4.5E-148	T	10-04-2023	IPR000890	Aliphatic acid kinase, short-chain	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	ProSitePatterns	PS01076	Acetate and butyrate kinases family signature 2.	203	220	-	T	10-04-2023	IPR023865	Aliphatic acid kinase, short-chain, conserved site	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
MGYG000307531_02121	3e492ab91f1b431426d7d6a4482ade0e	397	ProSitePatterns	PS01075	Acetate and butyrate kinases family signature 1.	6	17	-	T	10-04-2023	IPR023865	Aliphatic acid kinase, short-chain, conserved site	GO:0016301|GO:0016310|GO:0016774	MetaCyc: PWY-5437|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-7013|MetaCyc: PWY-8015
